PRODUCTID,CUSTOMERID,DATEID,ORDERNUMBER,ORDERLINENUMBER,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES,TOTAL_ORDERLINE_AMOUNT
49,53,20040122,10213,1,Medium,38,94.79,3602.02,3602.02
49,31,20040302,10227,11,Medium,34,100.0,3566.94,3400.0
49,84,20040413,10241,3,Medium,42,90.19,3787.98,3787.98
49,37,20040817,10280,17,Medium,35,100.0,3704.05,3500.0
49,66,20040901,10288,6,Small,35,80.99,2834.65,2834.65
49,23,20031006,10302,2,Medium,38,89.27,3392.26,3392.26
49,24,20041016,10311,1,Medium,41,81.91,3358.31,3358.31
49,78,20041117,10332,2,Large,50,100.0,7310.0,5000.0
49,68,20041125,10344,4,Small,21,100.0,2203.11,2100.0
49,4,20050112,10367,8,Small,43,62.72,2696.96,2696.96
49,24,20050216,10380,1,Medium,32,100.0,3376.64,3200.0
49,62,20050422,10407,3,Small,6,90.19,541.14,541.14
49,21,20050529,10420,6,Medium,66,92.95,6134.7,6134.7
50,49,20030211,10105,10,Medium,41,82.5,3382.5,3382.5
50,27,20030416,10117,4,Small,23,97.42,2240.66,2240.66
50,24,20030606,10128,1,Medium,43,92.16,3962.88,3962.88
50,40,20030808,10142,7,Small,24,70.22,1685.28,1685.28
50,24,20030928,10153,6,Small,22,83.38,1834.36,1834.36
50,22,20031021,10166,1,Small,26,73.73,1916.98,1916.98
50,77,20031107,10177,8,Small,35,74.6,2611.0,2611.0
50,51,20031114,10185,8,Medium,47,77.24,3630.28,3630.28
50,54,20031126,10197,14,Medium,50,100.0,5090.5,5000.0
50,31,20040102,10208,8,Medium,45,87.77,3949.65,3949.65
50,57,20040218,10221,2,Medium,39,89.53,3491.67,3491.67
50,60,20040320,10232,5,Small,23,89.53,2059.19,2059.19
50,1,20040507,10248,11,Medium,42,75.48,3170.16,3170.16
50,44,20040617,10261,9,Small,20,89.53,1790.6,1790.6
50,57,20040721,10273,12,Small,33,71.09,2345.97,2345.97
50,58,20040820,10283,14,Medium,34,100.0,3580.88,3400.0
50,37,20040909,10293,3,Medium,49,100.0,4946.06,4900.0
50,78,20041014,10306,8,Medium,39,90.4,3525.6,3525.6
50,15,20041029,10315,7,Medium,36,100.0,3602.16,3600.0
50,25,20041109,10326,5,Medium,50,86.01,4300.5,4300.5
50,28,20041121,10337,2,Medium,29,100.0,4498.19,2900.0
50,24,20041202,10350,3,Medium,30,100.0,3023.1,3000.0
50,36,20050126,10372,7,Medium,41,86.89,3562.49,3562.49
50,24,20050222,10383,7,Small,28,58.58,1640.24,1640.24
50,40,20050323,10396,5,Medium,45,100.0,4739.4,4500.0
50,59,20050506,10414,11,Small,16,75.48,1207.68,1207.68
51,18,20030129,10103,5,Medium,36,100.0,4228.2,3600.0
51,63,20030401,10114,9,Medium,41,100.0,4815.45,4100.0
51,26,20030528,10126,5,Large,50,100.0,7083.0,5000.0
51,6,20030724,10140,5,Medium,40,100.0,4601.2,4000.0
51,27,20030919,10150,2,Medium,49,100.0,6467.02,4900.0
51,64,20031021,10164,3,Medium,45,100.0,5012.55,4500.0
51,50,20031106,10175,10,Medium,47,100.0,5121.59,4700.0
51,30,20031113,10183,2,Small,21,100.0,2441.04,2100.0
51,31,20031125,10194,5,Medium,32,100.0,4262.08,3200.0
51,65,20031209,10207,16,Medium,47,100.0,6658.02,4700.0
51,66,20040204,10217,5,Medium,38,100.0,4509.08,3800.0
51,40,20040311,10229,10,Medium,41,100.0,4716.23,4100.0
51,35,20040504,10245,3,Small,21,100.0,2390.22,2100.0
51,66,20040615,10259,13,Medium,41,100.0,4666.62,4100.0
51,21,20040719,10270,3,Medium,38,100.0,5383.08,3800.0
51,19,20040819,10281,10,Small,25,99.29,2482.25,2482.25
51,38,20040908,10291,5,Medium,48,100.0,5288.64,4800.0
51,16,20041013,10305,14,Small,22,99.29,2184.38,2184.38
51,32,20041022,10313,8,Small,28,100.0,2881.76,2800.0
51,73,20041105,10323,1,Medium,47,100.0,6203.06,4700.0
51,25,20041119,10334,4,Medium,49,100.0,6763.47,4900.0
51,11,20041129,10347,4,Medium,45,100.0,5884.65,4500.0
51,40,20041210,10357,2,Medium,28,100.0,3559.64,2800.0
51,43,20050120,10370,6,Small,29,57.53,1668.37,1668.37
51,40,20050217,10382,1,Medium,39,100.0,4890.6,3900.0
51,44,20050501,10411,3,Medium,46,100.0,5235.72,4600.0
51,15,20050531,10425,13,Medium,38,100.0,4325.16,3800.0
52,18,20030129,10103,9,Small,41,47.29,1938.89,1938.89
52,40,20030326,10113,3,Small,50,49.81,2490.5,2490.5
52,26,20030528,10126,9,Small,43,53.83,2314.69,2314.69
52,6,20030724,10140,9,Small,29,43.27,1254.83,1254.83
52,27,20030919,10150,6,Small,30,42.76,1282.8,1282.8
52,64,20031021,10164,7,Small,25,53.83,1345.75,1345.75
52,29,20031106,10174,2,Small,49,44.78,2194.22,2194.22
52,30,20031113,10183,6,Small,40,49.3,1972.0,1972.0
52,31,20031125,10194,9,Small,41,44.78,1835.98,1835.98
52,32,20031205,10206,4,Small,21,53.33,1119.93,1119.93
52,33,20040129,10215,1,Small,46,45.28,2082.88,2082.88
52,40,20040311,10229,14,Small,39,40.25,1569.75,1569.75
52,35,20040504,10245,7,Small,45,59.87,2694.15,2694.15
52,36,20040615,10258,4,Small,21,59.87,1257.27,1257.27
52,21,20040719,10270,7,Small,44,58.36,2567.84,2567.84
52,19,20040819,10281,14,Small,44,59.87,2634.28,2634.28
52,38,20040908,10291,9,Small,29,51.82,1502.78,1502.78
52,39,20041011,10304,4,Small,34,49.3,1676.2,1676.2
52,40,20041021,10312,1,Small,39,56.85,2217.15,2217.15
52,12,20041105,10324,6,Medium,38,100.0,6832.02,3800.0
52,9,20041118,10333,8,Small,24,79.86,1916.64,1916.64
52,26,20041101,10348,6,Large,29,100.0,7110.8,2900.0
52,24,20041210,10358,8,Medium,30,100.0,5302.8,3000.0
52,43,20050120,10370,2,Small,20,100.0,2730.0,2000.0
52,40,20050217,10382,2,Large,39,100.0,7827.3,3900.0
52,44,20050501,10411,7,Small,35,59.87,2095.45,2095.45
52,24,20050531,10424,4,Small,26,59.87,1556.62,1556.62
53,67,20030303,10108,11,Medium,44,100.0,5565.12,4400.0
53,68,20030508,10122,15,Medium,28,100.0,3583.16,2800.0
53,40,20030702,10135,12,Medium,31,100.0,4705.18,3100.0
53,89,20030903,10146,1,Medium,29,100.0,4444.54,2900.0
53,5,20031010,10159,7,Medium,32,100.0,4618.88,3200.0
53,43,20031104,10169,7,Medium,33,100.0,4910.4,3300.0
53,7,20031111,10180,2,Medium,44,100.0,5565.12,4400.0
53,69,20031120,10191,8,Medium,32,100.0,4237.76,3200.0
53,10,20040115,10211,7,Medium,41,100.0,5673.58,4100.0
53,70,20040222,10225,14,Medium,35,100.0,5260.15,3500.0
53,49,20040409,10238,8,Medium,44,100.0,6350.96,4400.0
53,10,20040526,10252,4,Medium,26,100.0,3559.4,2600.0
53,59,20040630,10264,2,Small,20,100.0,2410.6,2000.0
53,72,20040802,10276,8,Medium,48,100.0,5713.92,4800.0
53,70,20040830,10287,17,Medium,34,100.0,4300.32,3400.0
53,17,20040930,10299,2,Large,49,100.0,7947.31,4900.0
53,69,20041016,10310,15,Medium,40,100.0,5356.8,4000.0
53,80,20041103,10319,3,Large,45,100.0,7901.1,4500.0
53,67,20041116,10330,4,Medium,50,100.0,6101.0,5000.0
53,11,20041124,10342,11,Medium,38,100.0,6276.46,3800.0
53,24,20041207,10355,2,Medium,25,100.0,4203.5,2500.0
53,74,20050106,10363,13,Small,28,58.18,1629.04,1629.04
53,24,20050210,10378,8,Medium,49,67.14,3289.86,3289.86
53,40,20050304,10390,3,Medium,49,100.0,6862.94,4900.0
54,78,20030318,10110,9,Small,42,61.29,2574.18,2574.18
54,85,20030521,10124,8,Small,23,57.73,1327.79,1327.79
54,43,20030911,10148,2,Small,29,81.25,2356.25,2356.25
54,79,20031017,10161,1,Small,25,80.54,2013.5,2013.5
54,87,20031105,10173,15,Small,39,71.98,2807.22,2807.22
54,40,20031112,10182,12,Medium,44,69.84,3072.96,3072.96
54,88,20031121,10193,16,Small,25,76.26,1906.5,1906.5
54,75,20031202,10204,6,Medium,45,76.26,3431.7,3431.7
54,53,20040122,10213,2,Small,25,83.39,2084.75,2084.75
54,31,20040302,10227,12,Small,37,57.73,2136.01,2136.01
54,84,20040413,10241,4,Small,30,66.99,2009.7,2009.7
54,75,20040707,10267,1,Small,36,75.55,2719.8,2719.8
54,24,20040809,10279,1,Small,26,60.58,1575.08,1575.08
54,66,20040901,10288,7,Small,23,73.41,1688.43,1688.43
54,23,20031006,10302,3,Small,23,72.7,1672.1,1672.1
54,24,20041016,10311,2,Small,25,66.99,1674.75,1674.75
54,78,20041117,10332,3,Medium,21,100.0,3472.98,2100.0
54,68,20041125,10344,5,Small,26,63.43,1649.18,1649.18
54,4,20050112,10367,9,Medium,44,85.25,3751.0,3751.0
54,24,20050216,10380,2,Medium,24,100.0,4536.0,2400.0
54,62,20050422,10407,4,Medium,66,66.99,4421.34,4421.34
54,21,20050529,10420,7,Small,36,57.73,2078.28,2078.28
55,78,20030318,10110,13,Medium,36,85.25,3069.0,3069.0
55,85,20030521,10124,12,Small,22,77.9,1713.8,1713.8
55,43,20030911,10148,6,Small,25,60.26,1506.5,1506.5
55,79,20031017,10161,5,Small,37,72.76,2692.12,2692.12
55,14,20031105,10172,3,Small,32,75.69,2422.08,2422.08
55,40,20031112,10182,16,Medium,47,74.22,3488.34,3488.34
55,41,20031120,10192,4,Small,37,69.82,2583.34,2583.34
55,75,20031202,10204,10,Small,20,62.47,1249.4,1249.4
55,24,20040116,10212,3,Medium,41,82.31,3374.71,3374.71
55,56,20040226,10226,1,Small,21,60.26,1265.46,1265.46
55,84,20040413,10241,8,Small,22,76.43,1681.46,1681.46
55,75,20040707,10267,5,Medium,40,80.1,3204.0,3204.0
55,24,20040809,10279,5,Small,32,74.96,2398.72,2398.72
55,66,20040901,10288,11,Small,36,66.14,2381.04,2381.04
55,86,20031005,10301,1,Small,27,72.02,1944.54,1944.54
55,24,20041016,10311,6,Small,26,87.45,2273.7,2273.7
55,22,20041104,10321,3,Small,30,70.55,2116.5,2116.5
55,78,20041117,10332,4,Small,23,56.84,1307.32,1307.32
55,68,20041125,10344,7,Small,29,59.53,1726.37,1726.37
55,4,20050112,10367,10,Small,21,60.37,1267.77,1267.77
55,24,20050216,10380,3,Medium,34,100.0,3441.82,3400.0
55,62,20050422,10407,8,Small,26,76.43,1987.18,1987.18
55,21,20050529,10420,11,Medium,60,64.67,3880.2,3880.2
56,24,20030131,10104,6,Small,35,55.49,1942.15,1942.15
56,28,20030404,10115,2,Medium,47,69.36,3259.92,3259.92
56,75,20030603,10127,8,Small,20,60.69,1213.8,1213.8
56,74,20030801,10141,2,Small,20,54.33,1086.6,1086.6
56,29,20030925,10152,4,Small,25,65.31,1632.75,1632.75
56,27,20031022,10165,9,Small,25,69.36,1734.0,1734.0
56,71,20031106,10176,8,Small,27,68.78,1857.06,1857.06
56,82,20031114,10184,3,Small,31,60.11,1863.41,1863.41
56,48,20031125,10195,3,Small,44,66.47,2924.68,2924.68
56,65,20031209,10207,4,Small,49,46.82,2294.18,2294.18
56,76,20040212,10220,8,Small,26,56.07,1457.82,1457.82
56,73,20040315,10230,6,Small,36,54.33,1955.88,1955.88
56,24,20040505,10246,2,Small,44,52.6,2314.4,2314.4
56,66,20040615,10259,1,Small,28,46.82,1310.96,1310.96
56,40,20040720,10271,2,Small,45,64.74,2913.3,2913.3
56,40,20040820,10282,11,Small,29,46.82,1357.78,1357.78
56,1,20040908,10292,5,Small,40,53.75,2150.0,2150.0
56,16,20041013,10305,2,Small,45,61.85,2783.25,2783.25
56,79,20041022,10314,11,Small,44,53.18,2339.92,2339.92
56,12,20041105,10324,14,Small,25,69.16,1729.0,1729.0
56,63,20041120,10336,4,Medium,45,100.0,5972.4,4500.0
56,75,20041201,10349,4,Small,48,47.4,2275.2,2275.2
56,24,20041210,10358,14,Small,44,60.76,2673.44,2673.44
56,40,20050123,10371,12,Small,25,97.27,2431.75,2431.75
56,24,20050222,10383,2,Small,22,91.76,2018.72,2018.72
56,24,20050315,10394,2,Small,31,50.29,1558.99,1558.99
56,24,20050503,10412,2,Small,21,52.6,1104.6,1104.6
56,15,20050531,10425,1,Small,55,46.82,2575.1,2575.1
57,1,20030224,10107,3,Small,25,100.0,2845.75,2500.0
57,11,20030429,10120,1,Medium,35,98.05,3431.75,3431.75
57,3,20030701,10134,3,Medium,35,93.54,3273.9,3273.9
57,4,20030825,10145,7,Medium,43,95.8,4119.4,4119.4
57,5,20031010,10159,15,Medium,44,100.0,5355.68,4400.0
57,6,20031028,10168,2,Medium,50,100.0,5747.5,5000.0
57,7,20031111,10180,10,Medium,48,100.0,5355.36,4800.0
57,8,20031118,10188,2,Small,25,100.0,2535.75,2500.0
57,9,20031201,10201,3,Medium,39,100.0,4351.23,3900.0
57,10,20040115,10211,15,Small,25,90.16,2254.0,2254.0
57,11,20040220,10223,2,Small,32,91.29,2921.28,2921.28
57,12,20040405,10237,8,Small,20,100.0,2299.0,2000.0
57,13,20040518,10251,3,Small,26,100.0,2637.18,2600.0
57,14,20040628,10263,3,Medium,42,100.0,4307.52,4200.0
57,15,20040723,10275,2,Small,21,100.0,2153.76,2100.0
57,16,20040827,10285,7,Medium,34,100.0,3716.88,3400.0
57,17,20040930,10299,10,Medium,47,100.0,5455.76,4700.0
57,18,20041015,10309,6,Small,21,100.0,2650.62,2100.0
57,19,20041102,10318,2,Medium,48,100.0,6437.28,4800.0
57,1,20041115,10329,7,Small,30,87.78,2633.4,2633.4
57,36,20041123,10339,10,Small,27,84.39,2278.53,2278.53
57,6,20050105,10362,2,Medium,50,96.92,4846.0,4846.0
57,29,20050202,10374,6,Medium,38,100.0,4197.1,3800.0
57,38,20050303,10389,1,Medium,45,100.0,4597.65,4500.0
57,23,20050408,10403,8,Medium,46,100.0,5287.7,4600.0
57,24,20050513,10417,3,Medium,35,100.0,3550.05,3500.0
58,78,20030318,10110,15,Small,29,59.37,1721.73,1721.73
58,47,20030520,10123,1,Small,50,59.87,2993.5,2993.5
58,2,20030710,10137,1,Small,26,49.81,1295.06,1295.06
58,43,20030911,10148,8,Small,47,56.85,2671.95,2671.95
58,79,20031017,10161,7,Small,23,53.33,1226.59,1226.59
58,14,20031105,10172,5,Small,34,42.76,1453.84,1453.84
58,8,20031112,10181,1,Small,34,53.83,1830.22,1830.22
58,41,20031120,10192,6,Small,47,53.83,2530.01,2530.01
58,75,20031202,10204,12,Small,45,49.81,2241.45,2241.45
58,24,20040116,10212,5,Small,45,53.33,2399.85,2399.85
58,56,20040226,10226,3,Small,36,43.27,1557.72,1557.72
58,84,20040413,10241,10,Small,21,40.25,845.25,845.25
58,71,20040706,10266,1,Small,28,48.3,1352.4,1352.4
58,85,20040806,10278,1,Small,35,45.28,1584.8,1584.8
58,66,20040901,10288,13,Small,50,52.32,2616.0,2616.0
58,86,20031005,10301,3,Small,22,51.32,1129.04,1129.04
58,24,20041016,10311,8,Small,45,49.3,2218.5,2218.5
58,22,20041104,10321,5,Small,48,42.26,2028.48,2028.48
58,78,20041117,10332,5,Small,20,87.96,1759.2,1759.2
58,2,20041124,10343,6,Small,27,36.21,977.67,977.67
58,4,20050112,10367,11,Small,38,38.5,1463.0,1463.0
58,24,20050210,10379,3,Medium,32,100.0,3970.56,3200.0
58,62,20050422,10407,10,Small,64,40.25,2576.0,2576.0
58,21,20050529,10420,13,Small,37,60.37,2233.69,2233.69
59,87,20030217,10106,4,Small,28,88.63,2481.64,2481.64
59,11,20030429,10120,10,Medium,39,100.0,4651.53,3900.0
59,24,20030627,10133,5,Medium,41,94.1,3858.1,3858.1
59,4,20030825,10145,16,Medium,40,87.54,3501.6,3501.6
59,6,20031028,10168,11,Medium,49,100.0,6433.7,4900.0
59,45,20040112,10210,9,Small,27,98.48,2658.96,2658.96
59,11,20040220,10223,11,Medium,34,100.0,3608.76,3400.0
59,58,20040402,10235,5,Small,23,96.29,2214.67,2214.67
59,62,20040511,10250,6,Small,31,88.63,2747.53,2747.53
59,24,20040624,10262,1,Medium,34,97.38,3310.92,3310.92
59,15,20040723,10275,11,Small,25,95.2,2380.0,2380.0
59,86,20040821,10284,3,Small,22,100.0,2310.88,2200.0
59,76,20040916,10297,6,Medium,32,100.0,4061.76,3200.0
59,48,20041015,10308,9,Medium,31,100.0,3493.7,3100.0
59,60,20041101,10316,1,Small,25,100.0,2872.25,2500.0
59,87,20041112,10328,14,Medium,47,87.54,4114.38,4114.38
59,36,20041123,10339,7,Small,21,50.65,1063.65,1063.65
59,89,20041204,10353,2,Small,28,71.73,2008.44,2008.44
59,29,20050202,10374,3,Medium,46,94.1,4328.6,4328.6
59,24,20050301,10386,11,Small,33,41.71,1376.43,1376.43
59,2,20050330,10398,16,Medium,43,100.0,5552.16,4300.0
59,13,20050403,10401,5,Medium,38,96.29,3659.02,3659.02
59,71,20050510,10416,6,Medium,47,88.63,4165.61,4165.61
60,73,20030109,10101,3,Small,45,31.2,1404.0,1404.0
60,78,20030318,10110,3,Small,20,35.51,710.2,710.2
60,85,20030521,10124,2,Small,45,37.84,1702.8,1702.8
60,83,20030912,10149,7,Small,36,33.19,1194.84,1194.84
60,5,20031018,10162,5,Small,37,27.22,1007.14,1007.14
60,87,20031105,10173,9,Small,31,31.53,977.43,977.43
60,40,20031112,10182,6,Small,39,36.84,1436.76,1436.76
60,88,20031121,10193,10,Small,26,29.21,759.46,759.46
60,24,20031203,10205,5,Small,32,37.17,1189.44,1189.44
60,26,20040126,10214,3,Small,20,34.19,683.8,683.8
60,31,20040302,10227,6,Small,42,29.21,1226.82,1226.82
60,65,20040426,10243,1,Small,33,29.54,974.82,974.82
60,37,20040817,10280,12,Small,20,28.88,577.6,577.6
60,66,20040901,10288,1,Small,29,38.17,1106.93,1106.93
60,39,20041011,10304,16,Small,23,30.2,694.6,694.6
60,40,20041021,10312,13,Small,39,29.54,1152.06,1152.06
60,41,20041104,10322,3,Small,20,100.0,2624.0,2000.0
60,78,20041117,10332,6,Medium,45,81.91,3685.95,3685.95
60,68,20041125,10344,6,Small,20,35.18,703.6,703.6
60,3,20041209,10356,5,Large,48,100.0,9720.0,4800.0
60,4,20050112,10367,13,Small,23,36.29,834.67,834.67
60,24,20050216,10380,4,Small,32,70.56,2257.92,2257.92
60,43,20050309,10391,8,Large,33,100.0,8344.71,3300.0
60,66,20050423,10409,1,Small,61,29.54,1801.94,1801.94
60,21,20050529,10420,1,Small,45,26.88,1209.6,1209.6
61,1,20030224,10107,7,Medium,38,83.03,3155.14,3155.14
61,11,20030429,10120,5,Small,34,83.79,2848.86,2848.86
61,3,20030701,10134,7,Medium,43,83.03,3570.29,3570.29
61,4,20030825,10145,11,Medium,47,83.03,3902.41,3902.41
61,18,20031010,10158,1,Small,22,67.03,1474.66,1474.66
61,6,20031028,10168,6,Small,29,75.41,2186.89,2186.89
61,7,20031111,10180,14,Small,28,68.55,1919.4,1919.4
61,8,20031118,10188,6,Medium,40,91.4,3656.0,3656.0
61,9,20031201,10201,7,Small,25,73.88,1847.0,1847.0
61,45,20040112,10210,4,Small,30,61.7,1851.0,1851.0
61,11,20040220,10223,6,Small,38,69.31,2633.78,2633.78
61,46,20040403,10236,3,Medium,36,87.6,3153.6,3153.6
61,62,20040511,10250,1,Small,32,87.6,2803.2,2803.2
61,14,20040628,10263,7,Small,37,62.46,2311.02,2311.02
61,15,20040723,10275,6,Small,30,79.98,2399.4,2399.4
61,16,20040827,10285,11,Small,39,70.08,2733.12,2733.12
61,76,20040916,10297,1,Small,32,65.51,2096.32,2096.32
61,48,20041015,10308,4,Small,47,63.22,2971.34,2971.34
61,19,20041102,10318,6,Small,26,86.83,2257.58,2257.58
61,1,20041115,10329,4,Medium,37,94.43,3493.91,3493.91
61,54,20041124,10340,8,Medium,55,79.98,4398.9,4398.9
61,74,20050106,10363,8,Medium,21,100.0,3595.62,2100.0
61,15,20050203,10375,9,Small,23,100.0,2443.29,2300.0
61,38,20050303,10389,2,Medium,49,81.4,3988.6,3988.6
61,10,20050407,10402,3,Medium,59,87.6,5168.4,5168.4
61,71,20050510,10416,1,Small,32,87.6,2803.2,2803.2
62,49,20030211,10105,9,Medium,43,100.0,6341.21,4300.0
62,27,20030416,10117,3,Medium,41,100.0,5189.78,4100.0
62,50,20030612,10129,9,Medium,45,100.0,6027.75,4500.0
62,40,20030808,10142,6,Medium,33,100.0,3366.0,3300.0
62,24,20030928,10153,5,Medium,40,100.0,5456.4,4000.0
62,38,20031023,10167,16,Medium,33,100.0,3812.16,3300.0
62,77,20031107,10177,7,Medium,50,100.0,6083.0,5000.0
62,51,20031114,10185,7,Medium,30,100.0,3170.7,3000.0
62,54,20031126,10197,13,Medium,41,100.0,4534.6,4100.0
62,31,20040102,10208,7,Medium,35,100.0,4301.15,3500.0
62,57,20040218,10221,1,Medium,49,100.0,6804.63,4900.0
62,60,20040320,10232,4,Medium,46,100.0,5652.94,4600.0
62,1,20040507,10248,10,Medium,48,100.0,6960.48,4800.0
62,44,20040617,10261,8,Medium,36,100.0,4512.6,3600.0
62,57,20040721,10273,11,Small,22,100.0,2784.76,2200.0
62,58,20040820,10283,13,Medium,42,100.0,5316.36,4200.0
62,37,20040909,10293,2,Small,21,100.0,2941.89,2100.0
62,78,20041014,10306,7,Medium,29,100.0,3207.4,2900.0
62,15,20041029,10315,6,Medium,35,100.0,4215.05,3500.0
62,25,20041109,10326,4,Medium,41,100.0,4333.29,4100.0
62,28,20041121,10337,4,Small,29,71.97,2087.13,2087.13
62,24,20041202,10350,7,Small,34,50.33,1711.22,1711.22
62,36,20050126,10372,8,Medium,37,100.0,3910.53,3700.0
62,5,20050223,10384,3,Small,28,80.54,2255.12,2255.12
62,40,20050323,10396,6,Medium,49,100.0,5720.75,4900.0
62,59,20050506,10414,10,Medium,23,100.0,3335.23,2300.0
63,73,20030109,10101,2,Small,46,53.76,2472.96,2472.96
63,78,20030318,10110,2,Small,39,44.35,1729.65,1729.65
63,85,20030521,10124,1,Small,22,45.25,995.5,995.5
63,83,20030912,10149,6,Small,49,49.28,2414.72,2414.72
63,5,20031018,10162,4,Small,43,36.29,1560.47,1560.47
63,87,20031105,10173,8,Small,27,41.22,1112.94,1112.94
63,40,20031112,10182,5,Small,31,36.74,1138.94,1138.94
63,88,20031121,10193,9,Small,20,50.62,1012.4,1012.4
63,24,20031203,10205,4,Small,24,38.08,913.92,913.92
63,26,20040126,10214,2,Small,49,47.94,2349.06,2349.06
63,31,20040302,10227,5,Small,24,48.38,1161.12,1161.12
63,24,20040429,10244,9,Small,39,45.25,1764.75,1764.75
63,84,20040604,10255,2,Small,37,45.7,1690.9,1690.9
63,37,20040817,10280,11,Small,45,47.49,2137.05,2137.05
63,8,20040903,10289,4,Small,45,48.38,2177.1,2177.1
63,39,20041011,10304,15,Small,44,39.42,1734.48,1734.48
63,40,20041021,10312,12,Small,23,37.63,865.49,865.49
63,41,20041104,10322,4,Medium,30,100.0,3500.1,3000.0
63,78,20041117,10332,10,Small,26,85.52,2223.52,2223.52
63,47,20041125,10345,1,Small,43,53.76,2311.68,2311.68
63,3,20041209,10356,7,Small,26,31.86,828.36,828.36
63,4,20050112,10367,12,Small,28,30.59,856.52,856.52
63,24,20050216,10380,5,Small,27,68.35,1845.45,1845.45
63,43,20050309,10391,1,Medium,24,100.0,4042.08,2400.0
63,40,20050529,10421,2,Small,40,45.7,1828.0,1828.0
64,18,20030129,10103,1,Medium,36,100.0,3680.28,3600.0
64,63,20030401,10114,5,Small,21,100.0,2925.09,2100.0
64,26,20030528,10126,1,Medium,27,100.0,3415.77,2700.0
64,6,20030724,10140,1,Medium,47,100.0,5105.14,4700.0
64,61,20030921,10151,8,Medium,42,100.0,5098.8,4200.0
64,27,20031022,10165,17,Medium,32,100.0,4661.76,3200.0
64,50,20031106,10175,6,Small,28,100.0,2969.96,2800.0
64,82,20031114,10184,11,Medium,24,100.0,3496.32,2400.0
64,31,20031125,10194,1,Medium,49,100.0,5760.93,4900.0
64,65,20031209,10207,12,Medium,46,100.0,6819.04,4600.0
64,66,20040204,10217,1,Medium,28,100.0,3148.88,2800.0
64,40,20040311,10229,6,Medium,48,100.0,5704.32,4800.0
64,24,20040505,10246,10,Medium,29,100.0,3520.6,2900.0
64,66,20040615,10259,9,Medium,47,100.0,5285.62,4700.0
64,40,20040720,10271,10,Medium,43,100.0,5605.05,4300.0
64,19,20040819,10281,6,Small,25,100.0,2779.5,2500.0
64,38,20040908,10291,1,Medium,48,100.0,5398.08,4800.0
64,16,20041013,10305,10,Medium,24,100.0,3189.6,2400.0
64,32,20041022,10313,4,Medium,42,100.0,5581.8,4200.0
64,12,20041105,10324,2,Medium,31,100.0,3820.44,3100.0
64,25,20041119,10334,5,Medium,42,100.0,5528.04,4200.0
64,26,20041101,10348,1,Medium,37,100.0,5981.42,3700.0
64,24,20041210,10358,7,Medium,41,100.0,5684.65,4100.0
64,40,20050123,10371,5,Medium,20,100.0,3449.4,2000.0
64,40,20050217,10382,3,Small,20,100.0,2654.4,2000.0
64,24,20050503,10412,10,Large,70,100.0,8498.0,7000.0
64,15,20050531,10425,9,Medium,49,100.0,5510.54,4900.0
65,67,20030303,10108,15,Small,35,58.87,2060.45,2060.45
65,2,20030507,10121,2,Small,32,76.88,2460.16,2460.16
65,40,20030702,10135,16,Small,29,61.64,1787.56,1787.56
65,4,20030825,10145,3,Small,27,60.95,1645.65,1645.65
65,5,20031010,10159,11,Small,27,80.34,2169.18,2169.18
65,43,20031104,10169,11,Small,38,74.11,2816.18,2816.18
65,7,20031111,10180,6,Small,35,72.03,2521.05,2521.05
65,24,20031119,10190,3,Medium,42,76.19,3199.98,3199.98
65,10,20040115,10211,11,Small,21,63.72,1338.12,1338.12
65,7,20040221,10224,4,Small,37,80.34,2972.58,2972.58
65,12,20040405,10237,4,Small,26,79.65,2070.9,2070.9
65,10,20040526,10252,8,Medium,47,65.8,3092.6,3092.6
65,59,20040630,10264,6,Small,37,65.1,2408.7,2408.7
65,72,20040802,10276,12,Medium,46,75.49,3472.54,3472.54
65,16,20040827,10285,3,Small,38,59.56,2263.28,2263.28
65,17,20040930,10299,6,Small,33,66.49,2194.17,2194.17
65,18,20041015,10309,2,Small,24,56.1,1346.4,1346.4
65,80,20041103,10319,7,Small,31,81.73,2533.63,2533.63
65,67,20041116,10330,1,Medium,42,81.03,3403.26,3403.26
65,20,20041124,10341,6,Medium,32,100.0,3307.2,3200.0
65,24,20041207,10355,3,Small,41,70.65,2896.65,2896.65
65,74,20050106,10363,14,Small,43,61.23,2632.89,2632.89
65,15,20050203,10375,14,Small,20,100.0,2046.0,2000.0
65,40,20050304,10390,4,Small,35,65.13,2279.55,2279.55
65,23,20050408,10403,4,Small,27,79.65,2150.55,2150.55
66,78,20030318,10110,11,Medium,43,78.15,3360.45,3360.45
66,85,20030521,10124,10,Small,32,72.7,2326.4,2326.4
66,43,20030911,10148,4,Small,21,73.6,1545.6,1545.6
66,79,20031017,10161,3,Small,20,100.0,2144.6,2000.0
66,14,20031105,10172,1,Small,22,74.51,1639.22,1639.22
66,40,20031112,10182,14,Small,36,73.6,2649.6,2649.6
66,41,20031120,10192,2,Medium,46,83.6,3845.6,3845.6
66,75,20031202,10204,8,Medium,47,96.32,4527.04,4527.04
66,24,20040116,10212,1,Medium,45,88.14,3966.3,3966.3
66,31,20040302,10227,14,Medium,47,88.14,4142.58,4142.58
66,84,20040413,10241,6,Medium,47,94.5,4441.5,4441.5
66,75,20040707,10267,3,Medium,38,87.24,3315.12,3315.12
